X,752,Pick_Panel_InPos Ch1
X,753,Pick_Panel_Wait_Re Ch1
X,754,Pick_Panel_Wait_InPos Ch1
X,755,
X,756,Place_Panel_Re Ch1
X,757,Place_Panel_InPos Ch1
X,760,Place_Panel_Wait_Re Ch1
X,761,Place_Panel_Wait_InPos Ch1
X,762,
X,763,PCB_Pick_Re Ch1
X,764,PCB_Pick_InPos Ch1
X,765,PCB_Pick_Wait_Re Ch1
X,766,PCB_Pick_Wait_InPos Ch1
X,767,
X,770, Place_NG_Re Ch1
X,771,Place_NG_Inpos Ch1
X,772,
X,773,PCB_Place_Re Ch1
X,774,PCB_Place_InPos Ch1
X,775,PCB_Place_Wait_Re Ch1
X,776,PCB_Place_Wait_InPos Ch1
X,777,Pos Up Z Re Ch1
X,1000,Pos Up Z Inpos Ch1
X,1001,Pick_Com_Ch1
X,1002,Place_Com_Ch1
X,1003,
X,1004,
X,1005,
X,1006,Sol vaccum tool 1 robot Ch1
X,1007,Sol vaccum tool 2 robot Ch1
X,1010,Sol vaccum tool 3 robot Ch1
X,1011,Sol vaccum tool 4 robot Ch1
X,1012,Sol vaccum tool 5 robot Ch1
X,1013,Sol vaccum tool 6 robot Ch1
X,1014,Sol blow tool 1 robot Ch1
X,1015,Sol blow tool 2 robot Ch1
X,1016,Sol blow tool 3 robot Ch1
X,1017,Sol blow tool 4 robot Ch1
X,1020,Sol blow tool 5 robot Ch1
X,1021,Sol blow tool 6 robot Ch1
X,1022,Sol Cyl Up Down 01 Robot Ch1
X,1023,Sol Cyl Up Down 02 Robot Ch1
X,1024,Sol Cyl Up Down 03 Robot Ch1
X,1025,Sol Cyl Up Down 04 Robot Ch1
X,1026,Sol Cyl Up Down 05 Robot Ch1
X,1027,Sol Cyl Up Down 06 Robot Ch1
X,1030,Sol vaccum frame robot Ch1
X,1031,Sol blow frame robot Ch1
X,1032,Sol cyl up down frame robot Ch1
X,1033,Sol vaccum tool 7 robot Ch1
X,1034,Sol vaccum tool 8 robot Ch1
X,1035,Sol vaccum tool 9 robot Ch1
X,1036,Sol blow tool 7 robot Ch1
X,1037,Sol blow tool 8 robot Ch1
X,1040,Sol blow tool 9 robot Ch1
X,1041,Sol Cyl Up Down 07 Robot Ch1
X,1042,Sol Cyl Up Down 08 Robot Ch1
X,1043,Sol Cyl Up Down 09 Robot Ch1
X,1044,
X,1045,
X,1046,
X,1047,
X,1050,
X,1051,
X,1052,
X,1053,
X,1054,
X,1055,
X,1056,
X,1057,
X,1060,
X,1061,
X,1062,
X,1063,
X,1064,
X,1065,
X,1066,
X,1067,
X,1070,
X,1071,
X,1072,
X,1073,
X,1074,
X,1075,
X,1076,
X,1077,
X,1110,
X,1111,
X,1112,
X,1113,
X,1114,
X,1115,
X,1116,
X,1117,
X,1120,
X,1121,
X,1122,
X,1123,
X,1124,
X,1125,
X,1126,
X,1127,
X,1130,
X,1131,
X,1132,
X,1133,
X,1134,
X,1135,
X,1136,
X,1137,
X,1140,Interlock from rb2
X,1141,
X,1142,
X,1143,
X,1144,
X,1145,
X,1146,At home Ch2
X,1147,
X,1150,
X,1151,Pick_Panel_Re Ch2
X,1152,Pick_Panel_InPos Ch2
X,1153,Pick_Panel_Wait_Re Ch2
X,1154,Pick_Panel_Wait_InPos Ch2
X,1155,
X,1156,Place_Panel_Re Ch2
X,1157,Place_Panel_InPos Ch2
X,1160,Place_Panel_Wait_Re Ch2
X,1161,Place_Panel_Wait_InPos Ch2
X,1162,
X,1163,PCB_Pick_Re Ch2
X,1164,PCB_Pick_InPos Ch2
X,1165,PCB_Pick_Wait_Re Ch2
X,1166,PCB_Pick_Wait_InPos Ch2
X,1167,
X,1170, Place_NG_Re Ch2
X,1171,Place_NG_Inpos Ch2
X,1172,
X,1173,PCB_Place_Re Ch2
X,1174,PCB_Place_InPos Ch2
X,1175,PCB_Place_Wait_Re Ch2
X,1176,PCB_Place_Wait_InPos Ch2
X,1177,
X,1200,
X,1201,Pick_Com_Ch2
X,1202,Place_Com_Ch2
X,1203,
X,1204,
X,1205,
X,1206,Sol vaccum tool 1 robot Ch2
X,1207,Sol vaccum tool 2 robot Ch2
